File Name,Word Count,Unit Count,Measurements Ratio
single-cell-rna-seq-db5h2q36.txt,902,10,0.011086474501108648
human-gapdh-rt-qpcr-qrgdv3w.txt,797,0,0.0
basic-analysis-protocol-bsubnesn.txt,4224,21,0.004971590909090909
fast-green-sirius-red-protocol-for-leica-st5020-au-de9r3h56.txt,1223,9,0.007358953393295176
removal-of-genomic-dna-from-rna-preparations-therm-ze2f3ge.txt,408,0,0.0
ventral-midbrain-genomic-pcr-dbsu2new.txt,976,9,0.009221311475409836
cassiopea-in-situ-hybridization-biz4kf8w.txt,3551,47,0.013235708251196845
plasma-preparation-exrnaqc-t3reqm6.txt,994,6,0.006036217303822937
compartmental-protein-extraction-to-achieve-enrich-cq7yvzpw.txt,1485,38,0.02558922558922559
ancient-proteins-extraction-protocol-7vwhn7e.txt,1446,15,0.01037344398340249
case-processing-sop-spleen-bc3kiykw.txt,1542,10,0.00648508430609598
transfection-of-o-marina-using-particle-bombardmen-ui7euhn.txt,1189,14,0.011774600504625737
postdrafted-protocol-001-b8nsrvee.txt,83,0,0.0
transfection-of-i3neurons-support-protocol-3-5wug7ew.txt,534,15,0.028089887640449437
immunohistochemistry-protocol-for-sternberger-mono-tkkekuw.txt,601,2,0.0033277870216306157
u-251mg-spheroid-generation-using-low-attachment-p-bszmnf46.txt,1317,26,0.019741837509491267
fluorescence-activated-cell-sorting-facs-of-perkin-hh2b38e.txt,298,4,0.013422818791946308
steps-to-create-fastq-of-ccs-overlapping-genomic-s-9i7h4hn.txt,1201,15,0.012489592006661115
rmp-bpazmif6.txt,448,2,0.004464285714285714
study-protocol-for-the-aircard-study-a-prospective-da4k2guw.txt,3872,86,0.02221074380165289
bland-altman-plots-squat-single-leg-squat-counterm-sj4ecqw.txt,202,0,0.0
striatal-cannula-window-implantation-cv45w8y6.txt,456,15,0.03289473684210526
recombinant-retroviral-vectors-that-express-egf-tg-c8zfzx3n.txt,2685,26,0.00968342644320298
script-r1-virome-contig-and-sequencing-statistics-eh5bb86.txt,1299,1,0.0007698229407236335
determination-of-edits-in-crispr-edited-cell-lines-cer9td96.txt,777,0,0.0
how-to-produce-an-epitope-specific-antibody-by-usi-vvfe63n.txt,1441,25,0.01734906315058987
evaluating-peanut-germ-plasm-for-resistance-to-pyt-dbnv2me6.txt,1187,15,0.012636899747262006
hcr-in-the-larval-zebrafish-eye-dgpz3vp6.txt,1050,8,0.007619047619047619
using-rhythmic-auditory-stimuli-to-modulate-resili-bmu3k6yn.txt,1670,52,0.031137724550898204
efficacy-and-safety-of-drug-therapy-aimed-at-reduc-bu4qnyvw.txt,1074,2,0.00186219739292365
pcr-and-cloning-7zfhp3n.txt,304,5,0.01644736842105263
hubmap-ge-urmc-sch-cell-dive-modality-overview-b4kgqutw.txt,440,3,0.006818181818181818
bsci-414-lab-13-western-blot-of-spike-and-spike-rb-bqf5mtq6.txt,366,0,0.0
making-blood-agar-plates-b8w3rxgn.txt,1304,6,0.004601226993865031
fe-edta-stock-solution-for-esaw-media-for-marine-p-getbten.txt,145,0,0.0
snmcat-v1-bwubpesn.txt,2088,16,0.007662835249042145
staining-protocol-for-unicellular-protists-mitotra-gg5bty6.txt,312,3,0.009615384615384616
artificial-saliva-b2rwqd7e.txt,542,2,0.0036900369003690036
rapid-staining-technique-for-visualizing-arbuscula-c4ueywte.txt,1228,12,0.009771986970684038
morphometry-mouse-7rhhm36.txt,673,0,0.0
the-parkinson-s-progression-markers-initiative-ppm-c29xyh7n.txt,26447,183,0.006919499376110712
a-new-method-for-quantitative-tandem-mass-spectrom-bp37mqrn.txt,336,2,0.005952380952380952
antibody-purification-and-labeling-667hhhn.txt,1331,13,0.009767092411720512
impact-of-cbr-ccjesuje.txt,772,8,0.010362694300518135
analysis-of-protein-structure-using-molprobity-bw9tph6n.txt,1607,18,0.01120099564405725
manual-silane-magnetic-bead-based-high-throughput-bfmajk2e.txt,1723,23,0.013348810214741729
in-vitro-gcase-activity-assay-total-cell-lysate-crwiv7ce.txt,644,0,0.0
in-vitro-alpha-glucosidase-enzyme-activity-btu9nnz6.txt,331,1,0.0030211480362537764
make-potassium-orthophosphate-solution-5wbg7an.txt,102,1,0.00980392156862745
southern-blotting-probes-for-hbv-genotype-d-xggfjtw.txt,467,8,0.017130620985010708
single-strand-library-protocol-adapter-barcodes-rd6d29e.txt,155,2,0.012903225806451613
adult-mouse-skin-dissociation-protocol-on-ice-ydzfs76.txt,862,5,0.00580046403712297
pulling-pipettes-using-the-dmz-zeitz-universal-bdpfi5jn.txt,196,4,0.02040816326530612
sample-preparation-for-single-molecule-localisatio-cgxdtxi6.txt,935,8,0.008556149732620321
lysosome-proteolysis-analysis-with-dq-bsa-cgjxtupn.txt,457,0,0.0
sample-preparation-for-single-nuclei-sequencing-of-v44e8yw.txt,1573,9,0.00572155117609663
functional-magnetic-resonance-imaging-under-swallo-bwzapf2e.txt,542,2,0.0036900369003690036
acute-toxicity-of-injected-drugs-and-substances-in-bk7bkzin.txt,2101,33,0.015706806282722512
sars-cov-2-sequencing-on-illumina-miseq-using-arti-bfefjjbn.txt,2831,31,0.01095019427764041
hmbc-metab-nan-c9mbz42n.txt,898,8,0.008908685968819599
lb-agar-cv4dw8s6.txt,153,1,0.006535947712418301
isolation-of-single-nuclei-from-postmortem-fresh-f-6tuhenw.txt,2214,7,0.0031616982836495033
cell-fixation-for-processing-for-analysis-by-trans-jqucmww.txt,236,0,0.0
codex-antibody-conjugation-protocol-db2j2qcn.txt,911,23,0.025246981339187707
getting-started-with-the-aiptasia-symbiodinium-mod-rj4d4qw.txt,403,8,0.019851116625310174
dnase-i-treatment-in-solution-after-rna-extraction-75ghq3w.txt,245,0,0.0
quantification-of-glutamate-released-from-human-in-c8qmzvu6.txt,30,0,0.0
high-throughput-tiled-amplicon-sequencing-of-sars-bnkimcue.txt,3574,56,0.01566871852266368
ecogeo-omics-training-4-4-phylogenetics-fjabkie.txt,878,20,0.022779043280182234
river-water-laboratory-processing-protocol-cs9iwh4e.txt,1143,13,0.011373578302712161
taxon-group-protists-barcoding-cvmpw45n.txt,579,8,0.013816925734024179
gnotobiotic-cockroach-gnotocol-t4ceqsw.txt,767,6,0.007822685788787484
pbs-1x-bd7vi9n6.txt,393,2,0.005089058524173028
sparc-retrograde-neuroanatomical-tracing-of-phreni-2kpgcvn.txt,302,2,0.006622516556291391
tgen-north-high-throughput-sars-cov-2-tiled-amplic-bxm8pk9w.txt,3213,98,0.030501089324618737
coding-manual-for-childhood-obesity-relevant-polic-yxrfxm6.txt,301,0,0.0
nutrient-solution-for-rice-hydroponics-culture-wg6fbze.txt,1183,26,0.02197802197802198
dna-damage-assessment-in-the-adult-drosophila-brai-c7qvzmw6.txt,378,3,0.007936507936507936
immunofluorescence-staining-protocol-with-antigen-dbvc2n2w.txt,897,1,0.0011148272017837235
calibration-protocol-fluorescence-standard-curve-w-zgkf3uw.txt,1160,11,0.009482758620689655
euplotes-crassus-transformation-using-fugene-hd-tr-g3ebyje.txt,506,13,0.025691699604743084
coccidioides-soil-habitat-model-bh6gj9bw.txt,10148,285,0.02808435159637367
generating-regionally-specified-astrocytes-cykixuue.txt,1058,1,0.000945179584120983
associations-between-three-xrcc1-polymorphisms-and-sqwedxe.txt,365,9,0.024657534246575342
ncem-drop-paramyxo-confirmation-generation-of-rnp-ct56wq9e.txt,209,0,0.0
https-www-facebook-com-diettoxilcapsule-camnsc5e.txt,2115,24,0.011347517730496455
single-cell-high-throughput-qrt-pcr-protocol-bftdjni6.txt,2999,11,0.003667889296432144
expression-and-purification-of-gst-tagged-kai-prot-k68czhw.txt,3226,34,0.010539367637941723
correlation-of-eccentric-quadriceps-torque-with-kn-bqxwmxpe.txt,264,0,0.0
h-amp-e-staining-for-10x-genomics-visium-imaging-cd8ps9vn.txt,1705,1,0.0005865102639296188
mammalian-cell-culture-refreshing-media-3qzgmx6.txt,366,9,0.02459016393442623
expression-and-purification-protocol-of-human-pi3k-b975r9q6.txt,1293,6,0.004640371229698376
perfusion-and-fixation-of-brain-tissue-for-fresh-f-c5ecy3aw.txt,2147,29,0.01350721937587331
isolation-of-brain-infiltrating-lymphocytes-dhwp37dn.txt,2129,36,0.016909347111319868
oyster-parasite-perkinsus-marinus-transformation-u-gv9bw96.txt,492,4,0.008130081300813009
slimcore-gummies-does-it-really-work-review-after-cb3ssqne.txt,2050,15,0.007317073170731708
a-custom-made-hydroponic-culture-system-to-study-p-cvmgw43w.txt,2240,29,0.012946428571428572
high-quality-reference-genome-of-the-siamese-fight-qvddw26.txt,459,0,0.0
high-yield-monocyte-macrophage-differentiation-fro-cxxbxpin.txt,2549,43,0.016869360533542564
isolation-of-chlamydia-from-crocodile-tissue-sampl-btcqnivw.txt,1384,29,0.020953757225433526
ot-2-protocol-to-transfer-volume-from-several-plat-de963h9e.txt,3172,43,0.01355611601513241
ultra-deep-long-read-nanopore-sequencing-of-mock-m-x9tfr6n.txt,1010,5,0.0049504950495049506
603-3-amp-604-5-urmc-htc-whole-lung-and-lobe-proce-biz7kf9n.txt,2323,13,0.005596211795092553
purification-of-2-3-bisphosphate-dependent-phospho-bgawjsfe.txt,4628,46,0.009939498703543647
electron-microscopy-em-analysis-of-lrrk2-nanotube-cfhztj76.txt,648,1,0.0015432098765432098
sparc-duke-grill-ot2-od025340-humanvagusnerve-clau-bh36j8re.txt,1141,3,0.0026292725679228747
selective-protection-and-labelling-of-arginine-lys-wq6fdze.txt,1344,4,0.002976190476190476
8-taxon-group-echinodermata-cuguwtww.txt,1423,21,0.014757554462403373
protein-expression-and-purification-ikhcct6.txt,559,17,0.03041144901610018
chronic-recoverable-neuropixels-in-mice-cnr2vd8e.txt,579,2,0.0034542314335060447
getting-started-on-your-project-jqrcmv6.txt,539,1,0.0018552875695732839
high-content-imaging-of-lysosomal-phenotypes-in-ip-c9r7z59n.txt,72,0,0.0
protocol-for-in-situ-sequencing-iss-in-mouse-skele-dghu3t6w.txt,2235,11,0.004921700223713647
pretect-see-2q6gdze.txt,2463,37,0.015022330491270807
bidmc-tmc-low-input-single-nuclei-sequencing-isola-cynnxvde.txt,1134,37,0.03262786596119929
lake-biofilms-sampling-for-both-downstream-dna-ana-bfk4jkyw.txt,3403,24,0.007052600646488392
enumerating-algal-viruses-by-flow-cytometry-guibwue.txt,1864,22,0.011802575107296138
dna-extraction-and-quantification-bsj4ncqw.txt,1079,7,0.006487488415199258
exom-capture-assay-to-detect-snps-in-wheat-mutated-pj5dkq6.txt,2463,19,0.007714169711733658
environmental-dna-edna-coi-pcr-amplification-and-g-cxe9xjh6.txt,2236,28,0.012522361359570662
dengue-virus-type-2-denv-2-mgb-taqman-denv2-2016mg-n7kdhkw.txt,587,6,0.010221465076660987
top2-chromatin-accessibility-by-etoposide-cross-li-2rngd5e.txt,632,8,0.012658227848101266
induction-of-aggregation-in-alpha-synuclein-expres-c7stznen.txt,700,10,0.014285714285714285
make-liquid-superbroth-for-bacteria-5skg6cw.txt,283,1,0.0035335689045936395
hbes-3hsgj6e.txt,130,1,0.007692307692307693
keto-complete-australia-au-uk-pills-reviews-cd4hs8t6.txt,693,7,0.010101010101010102
formulation-of-fes-medium-eucbesw.txt,317,3,0.00946372239747634
mojosort-mouse-cd8a-selection-kit-column-protocol-bbugintw.txt,2933,22,0.007500852369587453
guidelines-for-highly-efficient-construction-of-di-jy7cpzn.txt,791,9,0.011378002528445006
sandwich-elisa-for-il-8-detection-in-supernatants-gz7bx9n.txt,671,1,0.0014903129657228018
microfluidic-chip-production-v1-1-bvpin5ke.txt,1109,12,0.010820559062218215
enteric-neuron-activity-during-spontaneous-motor-c-cmhmu346.txt,579,11,0.018998272884283247
high-throughput-physiological-profiling-of-endosym-cqjxvupn.txt,4031,45,0.01116348300669809
immunofluorescence-protocol-for-use-on-cultured-ce-phadj2e.txt,679,14,0.020618556701030927
elisa-for-quantification-of-il-10-in-human-serum-bjy4kpyw.txt,526,3,0.005703422053231939
protocol-for-bacterial-cultivation-of-nasal-and-th-zatf2en.txt,841,19,0.022592152199762187
s3-atac-bd6wi9fe.txt,6989,113,0.016168264415510086
protocol-rna-ish-bvvun66w.txt,370,15,0.04054054054054054
urea-sds-solution-deh3b5.txt,162,0,0.0
e1202-blunting-mixture-imsv5v.txt,115,0,0.0
spatial-multi-omics-sequencing-for-fixed-tissue-vi-cgd5ts86.txt,6606,78,0.011807447774750226
global-malaise-trap-project-and-lifeplan-malaise-s-c57gy9jw.txt,1631,8,0.004904966278356836
ubuntu-on-windows-for-computational-biology-sfuebnw.txt,2021,10,0.004948045522018802
flame-photometry-protocol-6t6here.txt,918,3,0.0032679738562091504
tissue-clearing-using-clarity-method-bppimmke.txt,1355,20,0.014760147601476014
soil-sample-citizen-scientists-chinese-ccedsta6.txt,362,0,0.0
bitdefender-does-not-update-automatically-2020-bkj6kure.txt,186,0,0.0
revibe-protocol-for-refit-visualisation-of-lithic-c499yz96.txt,3364,12,0.0035671819262782403
developing-a-database-for-pedestrians-earthquake-e-mfxc3pn.txt,1423,6,0.004216444132115249
tissue-sectioning-guidelines-fresh-frozen-codex-ph-csewwbfe.txt,672,6,0.008928571428571428
sample-preparation-protocol-for-proteomic-analysis-c9csz2we.txt,2411,11,0.004562422231439237
roadmap-to-formulate-a-multicriteria-decision-anal-mwbc7an.txt,913,17,0.018619934282584884
library-prep-for-cut-amp-run-with-nebnext-ultra-ii-wvgfe3w.txt,3166,26,0.0082122552116235
assessment-of-pkc-dependent-activation-of-lrrk1-in-b6tgrejw.txt,1867,7,0.003749330476700589
roseobacter-screening-of-surface-waters-for-viruse-dbt2nm.txt,1137,25,0.02198768689533861
simple-electroporation-for-efficient-crispr-cas9-g-b4dyqs7w.txt,1495,16,0.010702341137123745
setting-a-sequencing-run-with-a-nanopore-minion-an-cf3ctqiw.txt,1588,5,0.0031486146095717885
imaging-mass-cytometer-tuning-bf2gjqbw.txt,851,9,0.010575793184488837
aav-craniotomy-ddc422yw.txt,544,3,0.0055147058823529415
using-de-metast-blast-ii2ccge.txt,453,5,0.011037527593818985
plant-extraction-and-fractionation-cppfvmjn.txt,583,3,0.005145797598627788
western-blot-whole-embryonic-sample-mfuvgd.txt,246,6,0.024390243902439025
rna-isolation-from-plant-tissue-protocol-12-hot-a-4rxgv7n.txt,1558,4,0.0025673940949935813
aggregated-asyn-dot-blot-assay-b89nrz5e.txt,705,2,0.0028368794326241137
protocol-for-quantification-of-bddv-1-mycovirus-of-csnzwdf6.txt,1598,29,0.018147684605757195
nebnext-artic-sars-cov-2-fs-library-prep-kit-illum-bsbmnak6.txt,6500,49,0.007538461538461538
illumina-double-stranded-dna-dual-indexing-for-anc-bakticwn.txt,3862,36,0.009321595028482652
dna-extraction-protocol-template-c2fhybj6.txt,1203,7,0.005818786367414797
whole-genome-sequencing-of-respiratory-syncytial-r-bmhak32e.txt,1129,5,0.0044286979627989375
martha-maccallum-cbd-gummies-cam2sc8e.txt,1922,17,0.008844953173777315
isolation-of-mouse-islet-cells-culture-with-hepara-bmgjk3un.txt,1110,41,0.036936936936936934
how-to-increase-the-number-of-simultaneous-users-a-btxxnppn.txt,909,12,0.013201320132013201
osu-tristate-sennet-processing-and-storing-of-norm-c2wryfd6.txt,905,6,0.0066298342541436465
eukaryotes-18s-v4-rrna-metabarcoding-pcr-protocol-bzucp6sw.txt,2694,18,0.0066815144766146995
rna-stable-isotope-probing-experimental-set-up-iugcetw.txt,490,5,0.01020408163265306
liquid-chromatography-tandem-mass-spectrometry-lc-c3t2ynqe.txt,563,1,0.0017761989342806395
diabetic-code-protocol-cagssbwe.txt,207,0,0.0
analysis-of-protein-structure-using-molprobity-bgmaju2e.txt,1613,18,0.011159330440173589
microscopy-based-bead-assay-cwwjxfcn.txt,835,10,0.011976047904191617
hydra-medium-4-0-z4jf8un.txt,358,3,0.008379888268156424
during-data-acquisition-p5vdq66.txt,860,17,0.019767441860465116
restriction-digest-of-plasmid-dna-5jeg4je.txt,699,5,0.00715307582260372
reference-transcriptome-sequence-resource-for-the-ew9bfh6.txt,154,1,0.006493506493506494
glycerol-stocks-8e3htgn.txt,173,1,0.005780346820809248
10-taxon-groups-medusozoa-and-ctenophora-cumtwu6n.txt,1119,12,0.010723860589812333
croprological-flotation-techniques-tibor-kassai-19-bipkkdkw.txt,547,5,0.009140767824497258
p1-21-09-byeiptce.txt,224,0,0.0
extraction-of-dna-from-frozen-islet-repository-sam-b5ghq3t6.txt,1393,2,0.0014357501794687725
microbiome-assay-with-96wp-updated-april-2020-bfrqjm5w.txt,883,10,0.011325028312570781
golden-gate-primer-design-heyb3fw.txt,470,3,0.006382978723404255
enzymatic-treatment-of-free-floating-sections-ddpd25i6.txt,298,4,0.013422818791946308
preparation-of-fibrils-and-quality-control-bwswpefe.txt,1820,23,0.012637362637362638
vissentials-max-bhb-canada-uses-side-effects-and-m-cam8sc9w.txt,2894,38,0.013130615065653075
irdye-800cw-maleimide-labeling-application-guide-gvabw2e.txt,1587,42,0.026465028355387523
lipids-annotation-of-nano-desi-msi-datasets-bm2qk8dw.txt,382,7,0.01832460732984293
personality-assessment-protocol-m68c9hw.txt,983,10,0.01017293997965412
effects-of-serum-25-hydroxyvitamin-d-level-on-decr-kjycupw.txt,509,4,0.007858546168958742
16s-gene-pcr-amplification-and-sanger-sequencing-c9wmz7c6.txt,42,0,0.0
euplotes-crassus-transfection-through-microinjecti-hi7b4hn.txt,369,9,0.024390243902439025
beast-v1-x-tutorial-mammalian-timetree-brdym27w.txt,2554,12,0.004698512137823023
xprize-shine-paper-based-sars-cov-2-saliva-test-bk2fkybn.txt,1449,12,0.008281573498964804
implant-surgery-chronic-recoverable-neuropixels-in-b4mgqu3w.txt,4566,60,0.013140604467805518
desi-imaging-mass-spectrometry-on-liver-tissue-b8evrte6.txt,426,2,0.004694835680751174
bacterial-edna-collection-purification-and-amplifi-ddjp24mn.txt,1014,3,0.0029585798816568047
xtt-assay-for-detection-of-bacterial-metabolic-act-crnbv5an.txt,2424,47,0.019389438943894388
transfer-protocol-3-b64rrgv6.txt,83,0,0.0
passaging-of-cells-b8j9rur6.txt,285,7,0.02456140350877193
protocol-for-preparing-post-mortem-tissue-for-intr-c747zqzn.txt,422,5,0.011848341232227487
ultrafiltration-methods-for-concentrating-and-dete-buvinw4e.txt,689,7,0.010159651669085631
purification-of-human-k560-gfp-molecular-motor-b5wgq7bw.txt,1302,21,0.016129032258064516
marmoset-nhp-free-floating-anti-gfp-antibody-stain-bij9kcr6.txt,449,3,0.0066815144766146995
cost-reducing-nanopore-library-preparation-for-r10-dafh2bj6.txt,2508,2,0.0007974481658692185
clinical-efficacy-and-safety-of-drug-interventions-bf9zjr76.txt,193,0,0.0
spectrophotometric-assay-for-measuring-polyol-dehy-natdaen.txt,750,5,0.006666666666666667
transformation-aspergillus-niger-using-cas9-ama1-v-wb8farw.txt,1310,21,0.01603053435114504
quantification-of-ihc-using-an-inverted-confocal-m-ddnu25ew.txt,314,0,0.0
high-quality-dna-extraction-from-sycon-capricorn-f-i3mcgk6.txt,872,13,0.014908256880733946
sanger-tree-of-life-wet-laboratory-protocol-collec-cy5rxy56.txt,1013,2,0.0019743336623889436
indoor-active-search-for-adult-aedes-sp-and-culex-b5mvq466.txt,242,6,0.024793388429752067
clinical-characterization-of-a-cohort-of-patients-bzufp6tn.txt,419,3,0.007159904534606206
titration-of-ampure-xp-beads-for-removal-of-fragme-c52y8d.txt,735,16,0.021768707482993196
shortestsplitlinealgorithm-b5cwq2xe.txt,1111,5,0.004500450045004501
a-z-of-ancient-dna-protocols-for-shotgun-illumina-bj8nkrve.txt,2072,18,0.008687258687258687
cortisol-and-adrenal-androgens-as-independent-pred-ymxfu7n.txt,1274,7,0.005494505494505495
low-gel-temperature-agarose-lgta-media-gmnbu5e.txt,625,9,0.0144
purification-of-pooled-pcr-amplicon-libraries-usin-es7behn.txt,498,14,0.028112449799196786
thawing-adherent-cancer-cell-lines-bh9tj96n.txt,582,15,0.02577319587628866
interviewing-for-art-as-an-act-of-resistance-cs78whrw.txt,386,5,0.012953367875647668
hybridization-of-rna-probes-bns4megw.txt,3776,37,0.009798728813559322
an-imagej-macro-for-the-quantification-of-ciliary-dhjj34kn.txt,2143,27,0.012599160055996267
real-time-pcr-protocol-to-screen-for-sars-cov-2-va-bszbnf2n.txt,959,20,0.020855057351407715
restriction-digest-chem-584-bk5yky7w.txt,1182,12,0.01015228426395939
o-map-way-method-site-a-sampling-method-for-compl-6xhhfj6.txt,542,0,0.0
gc-ms-method-for-the-detection-of-terbufos-diazino-cjwzupf6.txt,4972,31,0.006234915526950925
portland-pivot-kick-study-can-a-novel-physical-exa-7d2hi8e.txt,2098,14,0.00667302192564347
application-of-phyto-pam-ii-compact-version-for-ru-cjgtujwn.txt,1439,32,0.022237665045170257
micro-ct-imaging-of-iodine-stained-rat-stomach-95ih84e.txt,2365,21,0.008879492600422832
dh5-bacteria-transformation-protocol-bghijt4e.txt,246,1,0.0040650406504065045
pythium-zoospore-production-soaking-solution-c8jazuie.txt,1096,5,0.004562043795620438
